Sample ID	Project ID	Continent of Geolocation	Country of Geolocation	Country-level Human Development Index	Industrialization	Host Sex	Host Age Category	Host Age Decade	Host Age	Age Detail Level	Total Observed Features	Am Prevalence	Ecm Prevalence	Lichenized Prevalence	Plantpathogens Prevalence	Macrofungi Prevalence	Nonresident Prevalence	Am Abundance	Ecm Abundance	Lichenized Abundance	Plantpathogens Abundance	Macrofungi Abundance	Nonresident Abundance	Am Observed Features	Ecm Observed Features	Lichenized Observed Features	Plantpathogens Observed Features	Macrofungi Observed Features	Nonresident Observed Features
CNS0408000	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	9	False	False	False	True	True	True	0.0	0.0	0.0	48.0	27.0	27.0	0	0	0	1	1	1
CNS0408002	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	11	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
CNS0408004	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	13	False	False	False	False	True	True	0.0	0.0	0.0	0.0	3.0	3.0	0	0	0	0	1	1
CNS0408006	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	3	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
CNS0408007	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	7	False	False	False	True	False	False	0.0	0.0	0.0	4.0	0.0	0.0	0	0	0	1	0	0
CNS0408012	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	17	False	False	False	True	False	False	0.0	0.0	0.0	54.0	0.0	0.0	0	0	0	4	0	0
CNS0408014	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	9	False	False	False	True	False	True	0.0	0.0	0.0	5.0	0.0	5.0	0	0	0	1	0	1
CNS0408015	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	7	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
CNS0408016	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	12	False	False	False	True	False	False	0.0	0.0	0.0	95.0	0.0	0.0	0	0	0	1	0	0
CNS0408017	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	8	False	False	False	True	False	False	0.0	0.0	0.0	15.0	0.0	0.0	0	0	0	1	0	0
CNS0408018	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	3	False	False	False	True	False	False	0.0	0.0	0.0	3.0	0.0	0.0	0	0	0	1	0	0
CNS0408020	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	15	False	False	False	True	False	False	0.0	0.0	0.0	86.0	0.0	0.0	0	0	0	2	0	0
CNS0408021	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	17	False	False	False	True	False	False	0.0	0.0	0.0	17.0	0.0	0.0	0	0	0	2	0	0
CNS0408026	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	8	False	False	False	True	False	False	0.0	0.0	0.0	773.0	0.0	0.0	0	0	0	2	0	0
CNS0408027	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	8	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
CNS0408029	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	24	False	False	False	True	True	True	0.0	0.0	0.0	193.0	6.0	6.0	0	0	0	2	1	1
CNS0408030	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	8	False	True	False	True	True	True	0.0	11.0	0.0	2.0	9.0	9.0	0	3	0	1	2	3
CNS0408032	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	17	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
CNS0408035	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	5	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
CNS0408036	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	6	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
CNS0408040	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	36	False	True	False	True	True	True	0.0	90.0	0.0	375.0	1998.0	1998.0	0	5	0	3	8	8
CNS0408041	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	3	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
CNS0408043	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	12	False	False	False	True	True	True	0.0	0.0	0.0	2610.0	2513.0	2513.0	0	0	0	5	2	2
CNS0408044	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	1	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
CNS0408045	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	25	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
CNS0408047	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	8	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
CNS0408049	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	5	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
CNS0408051	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	20	False	False	False	False	True	True	0.0	0.0	0.0	0.0	42.0	42.0	0	0	0	0	2	2
CNS0408052	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	7	False	False	False	True	False	False	0.0	0.0	0.0	11.0	0.0	0.0	0	0	0	1	0	0
CNS0408053	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	8	False	False	False	True	True	True	0.0	0.0	0.0	3.0	20.0	20.0	0	0	0	1	1	1
CNS0408055	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	6	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
CNS0408059	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	23	False	False	False	True	True	True	0.0	0.0	0.0	6.0	4.0	4.0	0	0	0	2	2	2
CNS0408061	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	22	False	False	False	True	False	False	0.0	0.0	0.0	542.0	0.0	0.0	0	0	0	4	0	0
CNS0408063	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	13	False	False	False	False	True	True	0.0	0.0	0.0	0.0	5.0	5.0	0	0	0	0	1	1
CNS0408064	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	25	False	True	False	True	True	True	0.0	8.0	0.0	1032.0	8.0	8.0	0	1	0	2	1	1
CNS0408065	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	13	False	False	False	True	False	True	0.0	0.0	0.0	1273.0	0.0	766.0	0	0	0	2	0	1
CNS0408068	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	16	False	False	False	True	False	False	0.0	0.0	0.0	450.0	0.0	0.0	0	0	0	3	0	0
CNS0408069	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	4	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
CNS0408070	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	15	False	False	False	True	False	False	0.0	0.0	0.0	17.0	0.0	0.0	0	0	0	1	0	0
CNS0408071	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	19	False	False	False	True	False	False	0.0	0.0	0.0	3.0	0.0	0.0	0	0	0	1	0	0
CNS0408073	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	9	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
CNS0408074	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	7	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
CNS0408075	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	6	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
CNS0408077	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	4	False	False	False	True	False	False	0.0	0.0	0.0	26.0	0.0	0.0	0	0	0	1	0	0
CNS0408079	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	4	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
CNS0408080	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	7	False	False	False	True	False	False	0.0	0.0	0.0	29.0	0.0	0.0	0	0	0	1	0	0
CNS0408082	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	5	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
CNS0408083	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	18	False	False	False	True	True	True	0.0	0.0	0.0	18.0	7.0	7.0	0	0	0	3	2	2
CNS0408084	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	21	False	False	False	True	True	True	0.0	0.0	0.0	17.0	4.0	4.0	0	0	0	2	1	1
CNS0408086	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	13	False	False	False	True	False	False	0.0	0.0	0.0	19.0	0.0	0.0	0	0	0	2	0	0
CNS0408088	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	7	False	False	False	True	False	False	0.0	0.0	0.0	4.0	0.0	0.0	0	0	0	1	0	0
CNS0408089	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	9	False	False	False	True	False	False	0.0	0.0	0.0	26.0	0.0	0.0	0	0	0	1	0	0
CNS0408090	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	9	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
CNS0408091	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	11	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
CNS0408093	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	11	False	False	True	True	False	False	0.0	0.0	23.0	1009.0	0.0	0.0	0	0	1	2	0	1
CNS0408094	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	10	False	False	False	True	False	False	0.0	0.0	0.0	7.0	0.0	0.0	0	0	0	1	0	0
CNS0408095	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	3	False	True	False	False	True	True	0.0	1.0	0.0	0.0	1.0	1.0	0	1	0	0	1	1
CNS0408100	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	14	False	False	False	True	False	False	0.0	0.0	0.0	48.0	0.0	0.0	0	0	0	1	0	0
CNS0408101	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	4	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
CNS0408104	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	16	False	False	False	True	False	False	0.0	0.0	0.0	13.0	0.0	0.0	0	0	0	3	0	0
CNS0408106	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	5	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
CNS0408107	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	7	False	False	False	True	False	False	0.0	0.0	0.0	1.0	0.0	0.0	0	0	0	1	0	0
CNS0408111	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	18	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
CNS0408112	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	14	False	False	False	True	False	False	0.0	0.0	0.0	422.0	0.0	0.0	0	0	0	1	0	0
CNS0408114	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	11	False	False	False	False	True	True	0.0	0.0	0.0	0.0	175.0	175.0	0	0	0	0	1	1
CNS0408115	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	9	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
CNS0408116	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	20	False	False	False	True	False	False	0.0	0.0	0.0	59.0	0.0	0.0	0	0	0	2	0	0
CNS0408117	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	3	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
CNS0408119	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	9	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
CNS0408120	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	5	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
CNS0408122	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	9	False	False	False	False	True	True	0.0	0.0	0.0	0.0	2.0	2.0	0	0	0	0	1	1
CNS0408123	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	11	False	False	False	True	False	False	0.0	0.0	0.0	5.0	0.0	0.0	0	0	0	3	0	0
CNS0408124	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	5	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
CNS0408125	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	13	False	False	False	True	False	False	0.0	0.0	0.0	134.0	0.0	0.0	0	0	0	5	0	0
CNS0408126	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	7	False	False	False	True	False	False	0.0	0.0	0.0	4.0	0.0	0.0	0	0	0	1	0	0
CNS0408127	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	5	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
CNS0408130	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	11	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
CNS0408131	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	43	False	False	False	True	True	True	0.0	0.0	0.0	204.0	37.0	37.0	0	0	0	6	2	2
CNS0408132	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	10	False	False	False	True	False	False	0.0	0.0	0.0	5.0	0.0	0.0	0	0	0	1	0	0
CNS0408136	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	10	False	False	False	True	False	False	0.0	0.0	0.0	372.0	0.0	0.0	0	0	0	2	0	0
CNS0408137	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	3	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
CNS0408139	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	6	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
CNS0408140	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	16	False	False	False	True	True	True	0.0	0.0	0.0	85.0	112.0	112.0	0	0	0	1	1	1
CNS0408141	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	8	False	False	False	True	False	False	0.0	0.0	0.0	2.0	0.0	0.0	0	0	0	2	0	0
CNS0408142	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	3	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
CNS0408143	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	11	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
CNS0408144	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	32	False	False	False	True	True	True	0.0	0.0	0.0	226.0	64.0	64.0	0	0	0	3	2	2
CNS0408145	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	2	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
CNS0408149	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	24	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
CNS0408150	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	15	False	False	False	True	False	True	0.0	0.0	0.0	35.0	0.0	35.0	0	0	0	1	0	1
CNS0408151	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	4	False	False	False	True	False	False	0.0	0.0	0.0	2585.0	0.0	0.0	0	0	0	2	0	0
CNS0408152	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	9	False	False	False	True	False	False	0.0	0.0	0.0	10.0	0.0	0.0	0	0	0	1	0	0
CNS0408158	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	11	False	False	False	True	False	False	0.0	0.0	0.0	109.0	0.0	0.0	0	0	0	2	0	0
CNS0408159	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	12	False	False	False	True	False	False	0.0	0.0	0.0	2.0	0.0	0.0	0	0	0	1	0	0
CNS0408161	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	5	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
CNS0408162	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	14	False	False	False	True	True	True	0.0	0.0	0.0	6.0	13.0	13.0	0	0	0	1	2	2
CNS0408163	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	2	False	False	False	True	False	False	0.0	0.0	0.0	2992.0	0.0	0.0	0	0	0	1	0	0
CNS0408164	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	5	False	False	False	True	False	False	0.0	0.0	0.0	17.0	0.0	0.0	0	0	0	1	0	0
CNS0408165	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	7	False	False	False	True	False	False	0.0	0.0	0.0	45.0	0.0	0.0	0	0	0	1	0	0
CNS0408167	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	6	False	False	False	True	False	False	0.0	0.0	0.0	13.0	0.0	0.0	0	0	0	2	0	0
CNS0408169	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	2	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
CNS0408170	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	9	False	False	False	True	False	False	0.0	0.0	0.0	35.0	0.0	0.0	0	0	0	1	0	0
CNS0408172	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	9	False	False	False	True	False	True	0.0	0.0	0.0	164.0	0.0	164.0	0	0	0	1	0	1
CNS0408173	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	15	False	False	False	False	True	True	0.0	0.0	0.0	0.0	25.0	25.0	0	0	0	0	1	1
CNS0408174	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	21	False	True	False	True	True	True	0.0	7.0	0.0	15.0	2273.0	2273.0	0	3	0	2	4	4
CNS0408176	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	7	False	False	False	True	False	False	0.0	0.0	0.0	12.0	0.0	0.0	0	0	0	1	0	0
CNS0408177	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	10	False	False	False	True	True	True	0.0	0.0	0.0	3.0	7.0	7.0	0	0	0	1	1	1
CNS0408178	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	7	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
CNS0408181	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	21	False	False	False	True	True	True	0.0	0.0	0.0	4.0	14.0	14.0	0	0	0	1	1	1
CNS0408183	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	6	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
CNS0408184	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	6	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
CNS0408190	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	14	False	False	False	True	True	True	0.0	0.0	0.0	9.0	2537.0	2537.0	0	0	0	1	3	3
CNS0408192	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	11	False	True	False	False	True	True	0.0	2.0	0.0	0.0	2753.0	2753.0	0	1	0	0	2	2
CNS0408193	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	4	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
CNS0408195	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	4	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
CNS0408197	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	21	False	False	False	True	False	False	0.0	0.0	0.0	3.0	0.0	0.0	0	0	0	1	0	0
CNS0408199	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	17	False	False	False	True	False	False	0.0	0.0	0.0	16.0	0.0	0.0	0	0	0	2	0	0
CNS0408200	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	12	False	False	False	True	True	True	0.0	0.0	0.0	380.0	161.0	361.0	0	0	0	5	2	5
CNS0408201	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	2	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
CNS0408202	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	7	False	False	False	True	False	False	0.0	0.0	0.0	33.0	0.0	0.0	0	0	0	1	0	0
CNS0408204	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	23	False	False	False	True	False	True	0.0	0.0	0.0	209.0	0.0	199.0	0	0	0	2	0	1
CNS0408205	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	28	False	False	False	True	False	True	0.0	0.0	0.0	57.0	0.0	25.0	0	0	0	5	0	1
CNS0408208	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	4	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
CNS0408210	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	20	False	False	False	True	False	False	0.0	0.0	0.0	53.0	0.0	0.0	0	0	0	1	0	0
CNS0408211	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	15	False	False	False	True	True	True	0.0	0.0	0.0	5.0	57.0	57.0	0	0	0	1	1	1
CNS0408212	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	19	False	False	False	True	True	True	0.0	0.0	0.0	15.0	12.0	12.0	0	0	0	4	1	1
CNS0408213	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	4	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
CNS0408214	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	7	False	False	False	True	True	True	0.0	0.0	0.0	23.0	19.0	19.0	0	0	0	1	2	2
CNS0408215	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	11	False	False	False	True	False	False	0.0	0.0	0.0	10.0	0.0	0.0	0	0	0	2	0	0
CNS0408217	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	13	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
CNS0408218	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	5	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
CNS0408219	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	13	False	False	False	True	False	False	0.0	0.0	0.0	1.0	0.0	0.0	0	0	0	1	0	0
CNS0408220	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	3	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
CNS0408221	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	12	False	False	False	True	False	False	0.0	0.0	0.0	26.0	0.0	0.0	0	0	0	2	0	0
CNS0408222	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	13	False	False	False	True	False	False	0.0	0.0	0.0	36.0	0.0	0.0	0	0	0	2	0	0
CNS0408225	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	4	False	False	False	True	False	False	0.0	0.0	0.0	1.0	0.0	0.0	0	0	0	1	0	0
CNS0408226	CNP0002114	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	3	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
